codigo_produto,descricaoproduto,codigo_familia,preco_venda_unitario,custo_produto_unitario
3009623,Practical Flooring Cyan #105,CSF ,599.4,261.82
3009902,Useful Flooring Navy #53,CSF ,408.9,240
3009904,Long-Lasting Flooring Magenta #94,CSF ,408.9,251.43
3009905,High-Quality Flooring Magenta #948,CSF ,408.9,251.44
3009908,Sophisticated Flooring Orange #884,CSF ,549.4,240
3009909,Sustainable Flooring Pink #871,CSF ,549.4,240
3009910,Stylish Flooring Cyan #84,CSF ,549.4,240
3009912,Sophisticated Flooring Gold #433,CSF ,549.4,240.24
3009913,Luxurious Flooring Maroon #798,CSF ,549.4,240
3009914,Comfortable Flooring Gold #550,CSF ,549.4,240.24
3009915,Delicious Flooring Green #899,CSF ,549.4,240.24
3009916,Powerful Flooring Yellow #807,CSF ,549.4,240.24
3009917,High-Quality Flooring Black #380,CSF ,549.4,240.24
3010004,Luxurious Flooring Pink #668,CSF ,379.9,118.8
3010005,Sustainable Flooring Purple #407,CSF ,379.9,118.8
3010006,Stylish Flooring Gold #816,CSF ,379.9,159.25
3010020,Delicious Flooring Gray #112,CSF ,329.9,159.25
3010021,Fun Flooring Lime #208,CSF ,329.9,159.25
3010022,Useful Flooring Maroon #910,CSF ,329.9,159.25
3010023,Useful Flooring Orange #219,CSF ,329.9,159.25
3010025,Powerful Flooring Olive #708,CSF ,329.9,159.25
3010113,Modern Flooring Red #484,CSF ,349.9,146.67
3010116,Useful Flooring Olive #640,CSF ,349.9,146.67
3010118,Durable Flooring Cyan #564,CSF ,349.9,146.67
3010119,Sophisticated Flooring Black #415,CSF ,349.9,146.67
3010122,Sustainable Flooring Teal #195,CSF ,349.9,146.67
3010600,Elegant Clothing Lime #507,CSMC,799.2,349.09
3010603,Delicious Clothing Lime #539,CSMC,799.2,268.8
3010605,High-Quality Clothing Gray #828,CSMC,799.2,349.09
3010608,Stylish Clothing Maroon #181,CSMC,799.2,349.09
3010609,Sustainable Clothing Black #136,CSMC,799.2,349.09
3010611,High-Quality Clothing Green #183,CSMC,799.2,349.09
3010612,Innovative Clothing Cyan #765,CSMC,799.2,349.09
3010614,Powerful Clothing White #384,CSMC,799.2,349.1
3010617,Comfortable Clothing Olive #755,CSMC,799.2,349.09
3010700,Elegant Clothing Yellow #319,CSMC,429.9,254.4
3010701,Luxurious Clothing Pink #475,CSMC,429.9,254.4
3010702,Powerful Clothing Red #436,CSMC,429.9,254.4
3010703,Stylish Clothing Maroon #879,CSMC,429.9,305.46
3010800,Innovative Clothing Olive #530,CSMC,599.4,261.82
3010801,Sophisticated Clothing Blue #791,CSMC,599.4,261.82
3010802,Elegant Clothing Brown #471,CSMC,599.4,261.82
3010804,Sustainable Clothing Magenta #356,CSMC,599.4,261.82
3010806,Beautiful Clothing Blue #827,CSMC,599.4,261.82
3010808,Fun Clothing Orange #358,CSMC,419.9,261.82
3010812,Elegant Clothing Black #686,CSMC,419.9,261.82
3010813,Versatile Clothing Pink #214,CSMC,419.9,261.82
3010821,Beautiful Clothing Blue #713,CSMC,599.4,261.82
3010822,Durable Clothing Teal #487,CSMC,599.4,261.82
3011300,Modern Musical Instruments Purple #787,CS  ,279.9,174.55
3011303,Versatile Musical Instruments Blue #368,CS  ,279.9,174.55
3011304,Innovative Musical Instruments Lime #541,CS  ,279.9,174.55
3011306,Comfortable Musical Instruments Black #702,CS  ,279.9,174.55
3011307,Sophisticated Musical Instruments Navy #635,CS  ,229.9,174.55
3011309,Delicious Musical Instruments Olive #855,CS  ,229.9,174.55
3011415,Fun Musical Instruments Black #409,CS  ,269.9,125.72
3011417,Fun Musical Instruments White #3,CS  ,269.9,125.72
3011418,Durable Musical Instruments Pink #422,CS  ,269.9,125.72
3011419,High-Quality Musical Instruments White #342,CS  ,269.9,125.72
3011707,Elegant Flooring Cyan #811,CSF ,599.4,261.82
3011708,Fun Flooring Red #288,CSF ,599.4,261.82
3011712,Eco-Friendly Flooring Lime #935,CSF ,599.4,261.82
3011713,Modern Flooring Pink #437,CSF ,599.4,261.82
3011721,Useful Flooring Gray #786,CSF ,599.4,261.82
3011723,Useful Flooring Green #321,CSF ,599.4,261.82
3011724,Innovative Flooring Teal #177,CSF ,599.4,261.82
3011726,Luxurious Flooring Cyan #152,CSF ,599.4,261.82
3011727,Delicious Flooring Brown #258,CSF ,599.4,261.82
3011802,Useful Flooring Teal #544,CSF ,279.9,174.55
3011803,Useful Flooring Pink #457,CSF ,279.9,174.55
3011804,Sophisticated Flooring Gold #238,CSF ,279.9,174.55
3011805,Comfortable Flooring Gray #539,CSF ,279.9,174.55
3011807,Comfortable Flooring Blue #726,CSF ,299.9,174.55
3011809,Delicious Flooring Orange #11,CSF ,299.9,174.55
3011810,Stylish Flooring Teal #439,CSF ,299.9,174.55
3011819,Eco-Friendly Flooring Brown #210,CSF ,279.9,174.55
3011820,Beautiful Flooring White #939,CSF ,279.9,174.55
3011821,Practical Flooring Magenta #933,CSF ,279.9,174.55
3011904,Sustainable Flooring Pink #508,CSF ,259.9,174.55
3012100,Elegant Flooring Orange #452,CSF ,630,275.19
3012102,Elegant Flooring Brown #419,CSF ,630,275.18
3012109,Beautiful Flooring Teal #950,CSF ,629.4,274.92
3012111,Eco-Friendly Flooring Red #6,CSF ,629.4,274.92
3012118,Delicious Flooring Orange #420,CSF ,349.9,274.92
3012119,Elegant Flooring Magenta #438,CSF ,349.9,274.92
3012120,Durable Flooring Teal #801,CSF ,349.9,274.92
3012122,Fun Flooring Orange #43,CSF ,502.9,274.92
3012124,Fun Flooring White #750,CSF ,502.9,274.92
3012125,Practical Flooring Blue #989,CSF ,502.9,274.92
3012127,Practical Flooring Green #964,CSF ,502.9,274.92
3012129,Modern Flooring Maroon #318,CSF ,629.4,274.92
3012131,Elegant Flooring Black #149,CSF ,629.4,274.92
3012132,Stylish Flooring Olive #15,CSF ,629.4,274.92
3012202,Long-Lasting Flooring Lime #721,CSF ,499.5,218.19
3012301,Sophisticated Musical Instruments Brown #882,CS  ,464.9,261.82
3012302,Comfortable Musical Instruments Blue #967,CS  ,464.9,283.64
3012304,Beautiful Musical Instruments Yellow #725,CS  ,464.9,283.64
3012310,Practical Musical Instruments Olive #630,CS  ,464.9,261.82
3012311,Durable Musical Instruments Lime #592,CS  ,464.9,283.64
3012312,Luxurious Musical Instruments Gray #757,CS  ,464.9,283.64
3012401,Luxurious Musical Instruments Olive #912,CS  ,449.9,261.82
3012402,Versatile Musical Instruments Pink #812,CS  ,449.9,261.82
3012404,Eco-Friendly Musical Instruments Brown #542,CS  ,449.9,261.82
3012405,Useful Musical Instruments Maroon #445,CS  ,449.9,261.82
3012409,Useful Musical Instruments Silver #384,CS  ,499.9,261.82
3012410,Durable Musical Instruments Yellow #382,CS  ,499.9,261.82
3012412,Delicious Musical Instruments Maroon #25,CS  ,499.9,261.82
3012419,Sophisticated Musical Instruments Lime #511,CS  ,499.9,262.08
3012420,Practical Musical Instruments Blue #476,CS  ,499.9,262.08
3012421,Modern Musical Instruments Teal #310,CS  ,499.9,261.82
3012422,Elegant Musical Instruments Navy #170,CS  ,499.9,261.82
3012423,Elegant Musical Instruments Lime #865,CS  ,499.9,261.82
3012501,Luxurious Musical Instruments Gold #654,CS  ,629.4,274.92
3012502,Useful Musical Instruments Silver #414,CS  ,629.4,274.92
3012504,Modern Musical Instruments Purple #537,CS  ,629.4,274.92
3012506,Innovative Musical Instruments Silver #680,CS  ,629.4,274.92
3012515,Durable Musical Instruments Silver #382,CS  ,498.9,274.92
3012519,Stylish Musical Instruments Magenta #985,CS  ,569.9,274.92
3012523,Innovative Musical Instruments White #229,CS  ,569.9,274.92
3012600,Eco-Friendly Musical Instruments Blue #193,CS  ,299.9,164.99
3012603,Beautiful Musical Instruments Maroon #506,CS  ,299.9,164.99
3012605,Fun Musical Instruments Green #320,CS  ,299.9,164.99
3012610,Innovative Musical Instruments Black #769,CS  ,449.9,188.58
3012611,Practical Musical Instruments Green #737,CS  ,449.9,188.58
3012614,Innovative Musical Instruments Purple #152,CS  ,449.9,188.58
3012616,Fun Musical Instruments Black #490,CS  ,449.9,188.58
3012617,Practical Musical Instruments Black #842,CS  ,449.9,188.58
3012619,Powerful Musical Instruments Magenta #991,CS  ,449.9,188.58
3012621,Practical Musical Instruments Lime #470,CS  ,299.9,188.58
3012622,Sophisticated Musical Instruments Brown #213,CS  ,299.9,188.58
3012624,Practical Musical Instruments Pink #397,CS  ,299.9,188.58
3012626,Innovative Musical Instruments Black #263,CS  ,299.9,188.58
3012627,Modern Musical Instruments Orange #685,CS  ,299.9,188.58
3012629,Stylish Musical Instruments Silver #638,CS  ,299.9,188.58
3012630,Sophisticated Musical Instruments Orange #889,CS  ,299.9,188.58
3012632,Sustainable Musical Instruments Green #661,CS  ,299.9,188.58
3012701,High-Quality Musical Instruments Lime #171,CS  ,229.9,180.2
3012702,Fun Musical Instruments Olive #77,CS  ,229.9,167.62
3012703,Stylish Musical Instruments Magenta #609,CS  ,229.9,167.62
3012706,Durable Musical Instruments Navy #757,CS  ,229.9,167.62
3012710,Eco-Friendly Musical Instruments Maroon #360,CS  ,249.9,167.62
3012712,Useful Musical Instruments Silver #486,CS  ,249.9,167.62
3012807,Delicious Musical Instruments Purple #818,CS  ,639.9,336
3012808,Practical Musical Instruments White #715,CS  ,639.9,336
3012809,Innovative Musical Instruments Red #706,CS  ,639.9,336
3012810,Beautiful Musical Instruments Brown #485,CS  ,639.9,336
3012812,Delicious Musical Instruments Orange #150,CS  ,639.9,336
3012813,Powerful Musical Instruments Green #287,CS  ,639.9,336
3012815,Luxurious Musical Instruments Yellow #853,CS  ,759.9,336
3012816,Practical Musical Instruments Magenta #319,CS  ,759.9,336
3012817,Luxurious Musical Instruments Orange #760,CS  ,759.9,336
3013501,Useful Musical Instruments Orange #169,CS  ,339.9,108.95
3013502,Useful Musical Instruments Olive #489,CS  ,339.9,108.95
3013504,Innovative Musical Instruments Black #496,CS  ,339.9,108.95
3013505,Fun Musical Instruments Green #966,CS  ,339.9,108.95
3013507,Elegant Musical Instruments Orange #425,CS  ,339.9,108.95
3013509,Beautiful Musical Instruments Brown #503,CS  ,229.9,146.66
3013512,Sustainable Musical Instruments Black #411,CS  ,229.9,146.66
3013513,Long-Lasting Musical Instruments Brown #185,CS  ,229.9,146.66
3013608,Practical Flooring Navy #622,CSF ,329.9,180.2
3013609,Fun Flooring Silver #515,CSF ,329.9,180.2
3013610,Sophisticated Flooring Navy #756,CSF ,329.9,180.2
3013611,Sophisticated Flooring Olive #181,CSF ,329.9,180.2
3013612,Luxurious Flooring Navy #643,CSF ,329.9,180.2
3013702,Stylish Home Decor Red #33,CSFC,424.9,261.82
3013703,Stylish Home Decor Olive #503,CSFC,424.9,261.82
3013704,Innovative Home Decor Gray #402,CSFC,424.9,261.82
3013805,Powerful Musical Instruments Teal #33,CS  ,649.3,283.64
3013807,Long-Lasting Musical Instruments Magenta #682,CS  ,649.3,283.64
3013808,Modern Musical Instruments Olive #576,CS  ,649.3,283.64
3014002,Practical Musical Instruments Olive #999,CS  ,429.9,231.27
3014003,Innovative Musical Instruments Blue #879,CS  ,429.9,231.27
3014020,Useful Musical Instruments Green #89,CS  ,499.5,182.4
3014107,Comfortable Clothing Silver #89,CSMC,644.9,336
3014108,Powerful Clothing Gold #119,CSMC,644.9,336
3014109,Practical Clothing Maroon #848,CSMC,644.9,336
3014110,High-Quality Clothing Yellow #722,CSMC,644.9,336
3014112,Sophisticated Clothing Pink #186,CSMC,644.9,336
3014113,Elegant Clothing Purple #353,CSMC,644.9,336
3020600,Long-Lasting Earrings Purple #285,60  ,1.75,0.51
3022600,Powerful Movies Lime #222,HBE ,8.8,4.68
3023500,High-Quality Earrings Olive #226,60  ,0.85,0.3
3027608,High-Quality Beauty Products Green #909,CAMF,88.5,31.49
3027609,Delicious Beauty Products Gray #66,CAMF,88.5,31.49
3027610,Delicious Beauty Products Green #236,CAMF,88.5,31.49
3027611,Useful Beauty Products Lime #870,CAMF,88.5,31.49
3027612,Fun Beauty Products Maroon #922,CAMF,88.5,31.49
3027613,Sustainable Beauty Products White #395,CAMF,88.5,31.49
3027614,Modern Beauty Products Purple #942,CAMF,88.5,31.49
3027615,Durable Beauty Products Olive #815,CAMF,88.5,31.49
3027616,Long-Lasting Beauty Products Yellow #736,CAMF,88.5,31.49
3027901,High-Quality Beauty Products Yellow #534,CAMF,104.7,44.57
3027902,High-Quality Beauty Products Gold #868,CAMF,104.7,44.57
3027903,Innovative Beauty Products Blue #362,CAMF,104.7,44.57
3027904,Luxurious Beauty Products Orange #932,CAMF,104.7,44.57
3027905,Long-Lasting Beauty Products Magenta #46,CAMF,104.7,44.57
3027906,Elegant Beauty Products Silver #127,CAMF,89.9,45.18
3027907,Comfortable Beauty Products Cyan #173,CAMF,89.9,45.18
3027910,Modern Beauty Products Brown #803,CAMF,89.9,45.18
3027911,Elegant Beauty Products Brown #913,CAMF,89.9,45.18
3027912,Useful Beauty Products Cyan #86,CAMF,89.9,45.19
3027914,Delicious Beauty Products Yellow #724,CAMF,89.9,45.19
3027918,Innovative Beauty Products Silver #380,CAMF,89.9,45.19
3027919,Versatile Beauty Products Brown #225,CAMF,104.7,45.19
3030103,Luxurious Security Green #882,CSA ,150.5,86
3031200,Elegant Books Lime #286,DESA,40.5,22.38
3031800,Powerful Flooring Teal #681,CSF ,329.9,138.29
3031802,Sustainable Flooring Black #789,CSF ,329.9,138.29
3031803,Innovative Flooring Magenta #781,CSF ,329.9,138.29
3031804,Elegant Flooring Silver #412,CSF ,329.9,138.29
3031809,Comfortable Flooring Blue #535,CSF ,329.9,138.29
3031900,Stylish Flooring Gold #255,CSF ,599.4,261.82
3031903,Sustainable Flooring Gold #621,CSF ,599.4,261.82
3031904,Sophisticated Flooring Pink #15,CSF ,599.4,261.82
3031905,Powerful Flooring Teal #828,CSF ,599.4,261.82
3031906,Eco-Friendly Flooring Lime #181,CSF ,599.4,261.82
3031907,Fun Flooring Gold #438,CSF ,474.9,261.82
3031910,Durable Flooring Silver #482,CSF ,474.9,261.82
3032004,Innovative Flooring Olive #175,CSF ,429.9,261.82
3032005,Practical Flooring Black #122,CSF ,429.9,261.82
3032201,Practical Flooring Black #158,CSF ,339.9,167.62
3032202,Useful Flooring Orange #680,CSF ,339.9,167.62
3032204,Luxurious Flooring Lime #2,CSF ,339.9,167.62
3032205,Eco-Friendly Flooring Blue #670,CSF ,339.9,167.62
3032212,Luxurious Flooring Cyan #326,CSF ,339.9,167.62
3032214,Luxurious Flooring Magenta #729,CSF ,339.9,167.62
3032215,Practical Flooring Purple #154,CSF ,339.9,167.62
3032216,Long-Lasting Flooring Black #120,CSF ,339.9,167.62
3032217,Innovative Flooring Navy #846,CSF ,339.9,167.62
3032219,Practical Flooring Yellow #552,CSF ,399.9,167.62
3032220,Elegant Flooring Gray #236,CSF ,399.9,167.62
3032223,Stylish Flooring Orange #17,CSF ,399.9,167.62
3032300,Fun Flooring Yellow #234,CSF ,699.9,349.09
3032303,Sophisticated Flooring Silver #996,CSF ,699.9,349.09
3032306,Durable Flooring Maroon #489,CSF ,664.9,349.09
3032308,Stylish Flooring Blue #123,CSF ,664.9,349.09
3032309,Sustainable Flooring Silver #745,CSF ,664.9,349.09
3032310,High-Quality Flooring Magenta #472,CSF ,664.9,349.09
3032402,Modern Flooring Purple #166,CSF ,389.9,261.82
3032405,Powerful Flooring Yellow #207,CSF ,389.9,261.82
3032507,Versatile Home Decor Maroon #770,CSFC,799.2,349.1
3032509,High-Quality Home Decor Pink #269,CSFC,799.2,349.09
3032510,Delicious Home Decor Lime #110,CSFC,799.2,349.1
3032511,Innovative Home Decor Red #645,CSFC,799.2,349.1
3032601,Delicious Flooring Silver #394,CSF ,649.3,283.64
3032603,Comfortable Flooring Magenta #364,CSF ,649.3,283.64
3032604,Fun Flooring Gray #113,CSF ,649.3,283.64
3032605,Luxurious Flooring Gold #41,CSF ,649.3,283.64
3032700,Fun Musical Instruments Magenta #69,CS  ,499.9,261.82
3032703,Powerful Musical Instruments Black #394,CS  ,499.9,261.82
3032706,Sophisticated Musical Instruments Teal #440,CS  ,499.9,261.82
3032907,Fun Musical Instruments White #781,CS  ,499.9,209.53
3032908,Sophisticated Musical Instruments Gray #74,CS  ,499.9,209.53
3032910,Eco-Friendly Musical Instruments Teal #930,CS  ,499.9,209.53
3032912,Long-Lasting Musical Instruments Pink #473,CS  ,499.9,209.53
3032913,Useful Musical Instruments Yellow #91,CS  ,499.9,209.53
3032923,Luxurious Musical Instruments Pink #547,CS  ,499.9,209.53
3032925,Versatile Musical Instruments Blue #576,CS  ,499.9,209.53
3032926,Eco-Friendly Musical Instruments Black #662,CS  ,499.9,209.53
3034203,Versatile Flooring Gold #289,CSF ,499.9,209.53
3034205,Delicious Flooring Brown #559,CSF ,499.9,209.53
3034209,Practical Flooring Yellow #458,CSF ,499.9,209.53
3034210,Eco-Friendly Flooring Purple #752,CSF ,499.9,209.53
3034223,Comfortable Flooring White #793,CSF ,499.9,209.53
3034225,Elegant Flooring Lime #205,CSF ,499.9,209.53
3034226,Innovative Flooring Brown #646,CSF ,499.9,209.53
3034300,Beautiful Home Decor Magenta #437,CSFC,659.9,340.37
3034304,Eco-Friendly Home Decor Purple #757,CSFC,659.9,340.37
3034400,Eco-Friendly Clothing Maroon #899,CSMC,499.9,349.09
3034405,Sophisticated Clothing Navy #778,CSMC,499.9,349.1
3034406,Comfortable Clothing Gray #174,CSMC,499.9,349.1
3034407,Useful Clothing Orange #907,CSMC,569.9,349.1
3034408,Innovative Clothing Gold #957,CSMC,569.9,349.1
3034410,Versatile Clothing Blue #246,CSMC,569.9,349.09
3034412,Durable Clothing Yellow #207,CSMC,569.9,349.1
3034500,Eco-Friendly Home Decor White #121,CSFC,499.9,327.28
3034505,Durable Home Decor Black #340,CSFC,499.9,327.27
3034600,Practical Flooring Silver #192,CSF ,499.9,154
3034601,Beautiful Flooring Gray #297,CSF ,499.9,154
3034604,Elegant Flooring Navy #46,CSF ,499.9,209.53
3034605,Stylish Flooring Navy #226,CSF ,499.9,154
3034606,High-Quality Flooring Navy #762,CSF ,419.9,209.53
3034608,Sustainable Flooring Yellow #900,CSF ,419.9,209.53
3034616,Useful Flooring Yellow #923,CSF ,499.9,209.53
3034618,Useful Flooring Brown #73,CSF ,499.9,209.53
3034619,Practical Flooring Red #294,CSF ,499.9,209.53
3034620,Stylish Flooring Green #587,CSF ,499.9,209.53
3034622,Beautiful Flooring Brown #938,CSF ,422.9,209.53
3034624,Delicious Flooring Black #439,CSF ,422.9,209.53
3034625,Delicious Flooring Gold #107,CSF ,422.9,209.53
3034626,Luxurious Flooring Silver #362,CSF ,422.9,209.53
3034629,Comfortable Flooring Green #965,CSF ,429.9,209.53
3034630,Elegant Flooring Orange #955,CSF ,429.9,209.53
3034631,Modern Flooring Black #491,CSF ,429.9,209.53
3034632,Eco-Friendly Flooring Maroon #687,CSF ,429.9,209.53
3034633,Modern Flooring Silver #215,CSF ,429.9,209.53
3034700,Useful Musical Instruments Blue #758,CS  ,499.9,209.53
3034701,Practical Musical Instruments Teal #776,CS  ,499.9,209.53
3034702,Durable Musical Instruments Lime #208,CS  ,499.9,209.53
3034703,Innovative Musical Instruments Silver #780,CS  ,499.9,209.53
3034704,Beautiful Musical Instruments White #722,CS  ,499.9,209.53
3034707,Useful Musical Instruments Yellow #336,CS  ,499.9,209.53
3034709,Elegant Musical Instruments Pink #324,CS  ,499.9,209.53
3034712,Luxurious Musical Instruments Gold #208,CS  ,499.9,209.53
3034713,Luxurious Musical Instruments Navy #790,CS  ,499.9,209.53
3034714,Practical Musical Instruments Olive #821,CS  ,499.9,209.53
3034803,Useful Home Decor Pink #874,CSFC,339.9,159.25
3034804,Sustainable Home Decor Orange #301,CSFC,339.9,159.25
3034805,Sophisticated Home Decor Orange #758,CSFC,339.9,159.25
3035000,Luxurious Musical Instruments Magenta #22,CS  ,329.9,138.29
3035001,High-Quality Musical Instruments Olive #6,CS  ,329.9,138.29
3035002,Powerful Musical Instruments Blue #594,CS  ,329.9,138.29
3035003,Sophisticated Musical Instruments Navy #750,CS  ,329.9,138.29
3035006,Beautiful Musical Instruments Olive #156,CS  ,329.9,138.29
3035010,Modern Musical Instruments Navy #937,CS  ,329.9,138.29
3035011,Delicious Musical Instruments Green #756,CS  ,329.9,138.29
3035014,Beautiful Musical Instruments Black #523,CS  ,329.9,138.29
3035015,Comfortable Musical Instruments Orange #27,CS  ,329.9,138.29
3035016,Fun Musical Instruments White #502,CS  ,329.9,138.29
3035018,Durable Musical Instruments Gray #137,CS  ,329.9,138.29
3035102,Durable Construction Equipment Green #786,SFS ,259.9,125.72
3035103,Elegant Construction Equipment Lime #959,SFS ,259.9,125.72
3035110,Comfortable Construction Equipment Brown #239,SFS ,179.9,125.72
3035201,Practical Flooring White #935,CSF ,499.9,201.6
3035202,Delicious Flooring Brown #254,CSF ,499.9,201.6
3035205,Beautiful Flooring Yellow #834,CSF ,499.9,261.82
3035301,Modern Musical Instruments Navy #32,CS  ,649.3,283.64
3035302,Comfortable Musical Instruments Silver #806,CS  ,649.3,220.8
3035304,Powerful Musical Instruments Gray #423,CS  ,649.3,283.64
3035311,Powerful Musical Instruments Navy #872,CS  ,649.3,283.64
3035315,Eco-Friendly Musical Instruments Cyan #761,CS  ,649.3,283.64
3035402,Stylish Home Decor Blue #728,CSFC,399.9,188.58
3035403,Versatile Home Decor Blue #420,CSFC,399.9,188.58
3035406,Practical Home Decor Teal #320,CSFC,449.9,188.58
3035407,Powerful Home Decor Lime #453,CSFC,449.9,188.58
3035408,Powerful Home Decor Navy #822,CSFC,449.9,188.58
3035411,Delicious Home Decor Black #399,CSFC,449.9,188.58
3035501,Practical Musical Instruments Magenta #98,CS  ,294.9,146.67
3035504,Sophisticated Musical Instruments Cyan #833,CS  ,294.9,146.67
3035505,Durable Musical Instruments Red #434,CS  ,294.9,146.67
3035506,Versatile Musical Instruments Blue #5,CS  ,294.9,146.67
3035601,Luxurious Clothing Gray #566,CSMC,299.9,188.58
3035602,Sophisticated Clothing Brown #363,CSMC,299.9,188.58
3035603,Powerful Clothing Navy #44,CSMC,299.9,188.58
3035606,Versatile Clothing Navy #433,CSMC,299.9,188.58
3035607,Sustainable Clothing Blue #522,CSMC,299.9,188.58
3035608,Sustainable Clothing Teal #404,CSMC,449.9,188.58
3035609,Innovative Clothing White #706,CSMC,449.9,188.58
3035611,Delicious Clothing Red #777,CSMC,449.9,188.58
3035613,Stylish Clothing Maroon #159,CSMC,449.9,188.58
3035614,Delicious Clothing Black #238,CSMC,449.9,188.58
3035615,Innovative Clothing Brown #78,CSMC,449.9,140.8
3035618,Delicious Clothing Magenta #909,CSMC,449.9,140.8
3035621,Eco-Friendly Clothing Gold #832,CSMC,449.9,140.8
3035626,Useful Clothing Purple #263,CSMC,449.9,188.58
3035627,Delicious Clothing Orange #874,CSMC,449.9,188.58
3035628,Powerful Clothing Maroon #58,CSMC,449.9,188.58
3035629,Powerful Clothing Blue #664,CSMC,449.9,188.58
3037200,Durable Furniture Olive #507,63  ,897,450.95
3038800,Powerful Automotive Parts and Accessories Purple #385,CPOC,48.6,22.39
3039500,Stylish Earrings Maroon #934,60  ,11.6,4.9
3042500,Versatile Grocery Items Lime #992,CBP ,4.8,2.7
3042809,Practical Musical Instruments Teal #570,CS  ,599.4,261.82
3042810,High-Quality Musical Instruments Yellow #636,CS  ,599.4,261.82
3042811,Sustainable Musical Instruments White #737,CS  ,599.4,261.82
3042814,Long-Lasting Musical Instruments Silver #127,CS  ,599.4,261.82
3042816,Innovative Musical Instruments Black #249,CS  ,599.4,261.82
3043003,Eco-Friendly Clothing Olive #616,CSMC,419.9,254.4
3043014,Stylish Clothing White #377,CSMC,749.2,327.27
3043015,Useful Clothing Silver #462,CSMC,749.2,327.28
3043016,High-Quality Clothing Cyan #915,CSMC,749.2,327.28
3043020,Luxurious Clothing Black #584,CSMC,749.2,327.27
3043021,Fun Clothing Blue #25,CSMC,749.2,327.27
3043022,Powerful Clothing Purple #853,CSMC,749.2,327.27
3043025,Fun Clothing Black #91,CSMC,749.2,254.4
3043026,Luxurious Clothing Cyan #654,CSMC,749.2,254.4
3044200,Durable Hobbies Teal #791,1   ,393,199.68
3048400,Stylish Movies Navy #606,HBE ,15.9,6.74
3050000,Fun Vehicle Accessories Black #952,FR  ,59,32.61
3050001,Long-Lasting Vehicle Accessories Gold #621,FR  ,59,32.61
3050002,Versatile Vehicle Accessories Purple #837,FR  ,59,32.61
3051600,Stylish Watches Teal #396,18  ,30.6,13.34
3051602,Useful Watches Maroon #960,18  ,30.6,13.34
3052900,Long-Lasting Pet Supplies Orange #866,MCAT,208.8,93.65
3052903,Practical Pet Supplies Cyan #982,MCAT,208.8,93.65
3053000,Luxurious Pet Supplies Teal #886,MCAT,150.2,67.31
3053001,Delicious Pet Supplies Pink #316,MCAT,150.2,67.31
3053003,Luxurious Pet Supplies Maroon #96,MCAT,150.2,67.31
3053004,Beautiful Pet Supplies Orange #373,MCAT,150.2,67.31
3054500,Sustainable Vehicle Accessories Red #712,FR  ,71.3,39.43
3054901,Powerful Bracelets Magenta #899,27  ,349.9,159.28
3055000,Long-Lasting Bracelets Navy #906,27  ,376.6,150.67
3056000,Stylish Sports Equipment Blue #984,3333,21930,10806.92
3056200,Durable Tires and Wheels Cyan #773,DAL ,137,59.84
3058710,High-Quality Clothing Teal #455,CSMC,676.7,288
3059600,Eco-Friendly Kitchenware Pink #782,ALE ,1389,771.65
3060700,Useful Necklaces Magenta #772,190 ,23,11.07
3061400,Elegant Books Yellow #274,DESA,14.2,7.85
3064300,Sophisticated Wall Decor Green #161,CAE ,8027,3867.85
3064700,High-Quality Ebooks Black #483,CRS ,934,520
3064900,Eco-Friendly Furniture Lime #328,63  ,29.7,14.07
3065001,Modern Home Appliances Teal #1,26  ,336,147.24
3065100,Stylish Home Appliances Brown #223,26  ,298,131.03
3065707,Sustainable Beauty Products Purple #449,CAMF,129.5,55.09
3065708,Modern Beauty Products Green #659,CAMF,129.5,55.09
3065709,Practical Beauty Products Olive #39,CAMF,129.5,55.09
3065711,Sophisticated Beauty Products Teal #402,CAMF,129.5,54.99
3065713,Delicious Beauty Products Pink #566,CAMF,129.5,55.09
3065716,Useful Beauty Products Navy #312,CAMF,129.5,55.09
3065903,Sophisticated Beauty Products Cyan #525,CAMF,114.9,55.88
3065904,High-Quality Beauty Products Black #812,CAMF,114.9,55.88
3065907,Innovative Beauty Products Blue #210,CAMF,114.9,55.88
3065909,Luxurious Beauty Products Brown #400,CAMF,114.9,55.88
3066100,Beautiful Beauty Products White #322,CAMF,64.9,43.91
3066102,High-Quality Beauty Products Lime #873,CAMF,64.9,43.91
3066104,Elegant Beauty Products Pink #817,CAMF,64.9,43.91
3067600,Modern Automotive Parts and Accessories Blue #207,CPOC,39.9,26.26
3067700,Sustainable Automotive Parts and Accessories Pink #571,CPOC,64,29.34
3068100,Useful Pet Food Silver #497,67  ,0.49,0.19
3070300,Useful Video Games Gray #333,CCSM,180,75.44
3070302,Stylish Video Games Navy #445,CCSM,180,75.43
3070303,Beautiful Video Games Navy #743,CCSM,180,75.44
3070304,Modern Video Games White #839,CCSM,180,75.43
3070306,Eco-Friendly Video Games Brown #751,CCSM,180,75.43
3070307,Comfortable Video Games Pink #325,CCSM,180,75.43
3070309,Eco-Friendly Video Games Teal #577,CCSM,180,75.44
3070310,Beautiful Video Games Purple #445,CCSM,180,75.44
3070311,Useful Video Games Gold #983,CCSM,180,75.43
3070312,Innovative Video Games Olive #420,CCSM,180,75.43
3070315,Delicious Video Games Olive #658,CCSM,180,75.43
3070317,Fun Video Games Orange #326,CCSM,180,75.43
